"age","education","occupation","sex","native-country","class (income)"
26,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
36,"HS-grad","Other-service","Male","United-States","<=50K"
41,"Assoc-acdm","Exec-managerial","Female","United-States",">50K"
67,"Prof-school","Prof-specialty","Male","United-States",">50K"
39,"12th","Tech-support","Male","United-States","<=50K"
57,"1st-4th","Priv-house-serv","Female","United-States","<=50K"
29,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
31,"Bachelors","Farming-fishing","Female","United-States","<=50K"
44,"Some-college","Transport-moving","Male","United-States","<=50K"
29,"Doctorate","Prof-specialty","Male","United-States","<=50K"
30,"Some-college","Handlers-cleaners","Female","United-States","<=50K"
27,"HS-grad","Transport-moving","Male","United-States","<=50K"
27,"Some-college","Sales","Male","United-States","<=50K"
32,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
58,"10th","Other-service","Female","United-States","<=50K"
35,"Some-college","Protective-serv","Male","United-States","<=50K"
21,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
28,"Some-college","Craft-repair","Male","United-States","<=50K"
46,"Some-college","Exec-managerial","Male","United-States","<=50K"
36,"HS-grad","Other-service","Female","United-States","<=50K"
72,"11th","Adm-clerical","Female","United-States","<=50K"
35,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
33,"Assoc-voc","Craft-repair","Female","United-States",">50K"
69,"11th","Machine-op-inspct","Female","United-States","<=50K"
35,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
34,"HS-grad","Tech-support","Female","United-States","<=50K"
30,"11th","Other-service","Male","Mexico","<=50K"
28,"Bachelors","Transport-moving","Male","United-States","<=50K"
54,"Bachelors","Sales","Male","United-States",">50K"
47,"Some-college","Prof-specialty","Male","United-States",">50K"
24,"HS-grad","Handlers-cleaners","Female","United-States","<=50K"
52,"Bachelors","Prof-specialty","Male","United-States",">50K"
20,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
43,"Masters","Exec-managerial","Male","United-States","<=50K"
45,"7th-8th","Other-service","Female","Mexico","<=50K"
29,"HS-grad","Craft-repair","Male","United-States","<=50K"
47,"Masters","Exec-managerial","Male","United-States","<=50K"
24,"HS-grad","Craft-repair","Male","United-States","<=50K"
51,"HS-grad","Prof-specialty","Male","United-States","<=50K"
17,"11th","Sales","Male","United-States","<=50K"
37,"Assoc-voc","Craft-repair","Male","United-States",">50K"
27,"Doctorate","Prof-specialty","Female","United-States","<=50K"
29,"Bachelors","Exec-managerial","Male","United-States",">50K"
36,"Assoc-acdm","Sales","Female","United-States","<=50K"
58,"Bachelors","Prof-specialty","Female","United-States","<=50K"
26,"Some-college","Craft-repair","Male","United-States","<=50K"
57,"HS-grad","Sales","Male","United-States",">50K"
59,"HS-grad","Craft-repair","Male","United-States","<=50K"
27,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
31,"Bachelors","Tech-support","Male","United-States","<=50K"
21,"Some-college","Sales","Female","United-States","<=50K"
29,"Some-college","Adm-clerical","Male","United-States","<=50K"
18,"11th","Other-service","Male","United-States","<=50K"
52,"10th","Craft-repair","Male","United-States",">50K"
57,"Bachelors","Prof-specialty","Male","United-States","<=50K"
60,"7th-8th","Transport-moving","Male","United-States",">50K"
31,"Bachelors","Prof-specialty","Male","Canada",">50K"
23,"Bachelors","Adm-clerical","Female","United-States","<=50K"
27,"HS-grad","Sales","Male","United-States","<=50K"
42,"Prof-school","Prof-specialty","Male","United-States",">50K"
25,"Some-college","Tech-support","Male","United-States","<=50K"
49,"Bachelors","Prof-specialty","Female","United-States","<=50K"
32,"Bachelors","Tech-support","Male","United-States","<=50K"
19,"Some-college","Adm-clerical","Male","United-States","<=50K"
60,"7th-8th","Other-service","Female","United-States","<=50K"
42,"9th","Other-service","Male","United-States","<=50K"
35,"Assoc-acdm","Farming-fishing","Male","United-States","<=50K"
48,"HS-grad","Adm-clerical","Female","United-States","<=50K"
51,"Masters","Craft-repair","Male","United-States",">50K"
29,"HS-grad","Craft-repair","Male","United-States","<=50K"
36,"HS-grad","Exec-managerial","Male","United-States","<=50K"
17,"10th","Other-service","Female","United-States","<=50K"
52,"Masters","Prof-specialty","Female","United-States","<=50K"
24,"HS-grad","Craft-repair","Male","United-States","<=50K"
24,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
26,"Bachelors","Prof-specialty","Male","United-States","<=50K"
27,"Bachelors","Other-service","Female","United-States","<=50K"
39,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
30,"HS-grad","Transport-moving","Male","United-States","<=50K"
50,"HS-grad","Exec-managerial","Male","United-States","<=50K"
52,"Bachelors","Sales","Male","United-States","<=50K"
46,"Prof-school","Prof-specialty","Male","United-States",">50K"
23,"Bachelors","Sales","Female","United-States","<=50K"
45,"11th","Other-service","Female","United-States","<=50K"
65,"9th","Priv-house-serv","Female","United-States","<=50K"
29,"Assoc-voc","Transport-moving","Male","United-States","<=50K"
47,"9th","Handlers-cleaners","Male","El-Salvador","<=50K"
30,"HS-grad","Farming-fishing","Male","United-States","<=50K"
34,"HS-grad","Sales","Male","United-States",">50K"
38,"HS-grad","Sales","Male","United-States","<=50K"
33,"Some-college","Exec-managerial","Male","United-States",">50K"
49,"Bachelors","Sales","Male","United-States",">50K"
47,"Some-college","Other-service","Female","United-States","<=50K"
49,"10th","Other-service","Female","United-States","<=50K"
43,"Some-college","Craft-repair","Male","United-States",">50K"
30,"Bachelors","Adm-clerical","Female","United-States",">50K"
58,"HS-grad","Craft-repair","Male","United-States","<=50K"
19,"HS-grad","Other-service","Female","United-States","<=50K"
21,"Bachelors","Handlers-cleaners","Male","United-States","<=50K"
33,"Bachelors","Exec-managerial","Male","United-States",">50K"
47,"5th-6th","Transport-moving","Male","Cuba","<=50K"
52,"Doctorate","Prof-specialty","Male","United-States",">50K"
26,"HS-grad","Craft-repair","Male","United-States","<=50K"
60,"HS-grad","Craft-repair","Male","United-States","<=50K"
21,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
36,"Some-college","Sales","Male","United-States",">50K"
31,"Some-college","Craft-repair","Male","United-States","<=50K"
50,"Doctorate","Prof-specialty","Male","United-States",">50K"
31,"HS-grad","Adm-clerical","Female","United-States","<=50K"
71,"HS-grad","Craft-repair","Male","United-States","<=50K"
30,"Bachelors","Tech-support","Male","United-States",">50K"
20,"Some-college","Other-service","Male","United-States","<=50K"
24,"HS-grad","Exec-managerial","Male","United-States","<=50K"
35,"Doctorate","Prof-specialty","Male","Taiwan",">50K"
38,"Some-college","Exec-managerial","Female","United-States","<=50K"
27,"HS-grad","Machine-op-inspct","Female","United-States","<=50K"
29,"Some-college","Adm-clerical","Female","Philippines","<=50K"
34,"HS-grad","Craft-repair","Male","United-States","<=50K"
44,"7th-8th","Craft-repair","Male","United-States","<=50K"
43,"HS-grad","Machine-op-inspct","Male","United-States",">50K"
44,"12th","Handlers-cleaners","Male","United-States",">50K"
35,"Masters","Sales","Male","United-States","<=50K"
27,"Some-college","Prof-specialty","Male","United-States","<=50K"
43,"Masters","Prof-specialty","Male","United-States","<=50K"
20,"Some-college","Sales","Female","United-States","<=50K"
42,"Assoc-acdm","Prof-specialty","Female","United-States",">50K"
27,"Some-college","Transport-moving","Male","United-States","<=50K"
42,"HS-grad","Craft-repair","Male","United-States",">50K"
24,"9th","Machine-op-inspct","Male","United-States","<=50K"
48,"Some-college","Exec-managerial","Male","United-States","<=50K"
17,"11th","Farming-fishing","Male","United-States","<=50K"
33,"Bachelors","Exec-managerial","Male","United-States",">50K"
50,"HS-grad","Sales","Male","United-States",">50K"
22,"HS-grad","Sales","Female","United-States","<=50K"
17,"12th","Other-service","Male","United-States","<=50K"
32,"Some-college","Adm-clerical","Male","Mexico","<=50K"
31,"HS-grad","Craft-repair","Male","United-States","<=50K"
58,"HS-grad","Exec-managerial","Male","United-States","<=50K"
29,"HS-grad","Protective-serv","Male","United-States","<=50K"
37,"Assoc-voc","Craft-repair","Male","Portugal",">50K"
34,"HS-grad","Craft-repair","Male","United-States",">50K"
23,"Some-college","Exec-managerial","Male","United-States","<=50K"
18,"11th","Adm-clerical","Female","United-States","<=50K"
34,"HS-grad","Exec-managerial","Female","United-States","<=50K"
45,"Bachelors","Prof-specialty","Female","United-States","<=50K"
41,"Masters","Exec-managerial","Male","Dominican-Republic","<=50K"
26,"HS-grad","Other-service","Male","United-States","<=50K"
54,"Some-college","Farming-fishing","Male","United-States","<=50K"
24,"Some-college","Machine-op-inspct","Female","United-States","<=50K"
42,"Some-college","Prof-specialty","Male","United-States","<=50K"
20,"Some-college","Prof-specialty","Male","United-States","<=50K"
23,"Bachelors","Tech-support","Female","United-States","<=50K"
35,"Masters","Prof-specialty","Male","United-States",">50K"
31,"Masters","Tech-support","Male","United-States",">50K"
30,"Bachelors","Prof-specialty","Female","Poland","<=50K"
19,"HS-grad","Sales","Female","United-States","<=50K"
36,"Bachelors","Prof-specialty","Male","United-States","<=50K"
31,"Bachelors","Sales","Female","Cuba","<=50K"
21,"Some-college","Handlers-cleaners","Male","United-States","<=50K"
31,"Some-college","Craft-repair","Male","United-States","<=50K"
46,"Doctorate","Prof-specialty","Female","United-States",">50K"
44,"Bachelors","Exec-managerial","Female","United-States",">50K"
40,"12th","Other-service","Male","Jamaica","<=50K"
45,"Some-college","Sales","Male","United-States","<=50K"
60,"HS-grad","Craft-repair","Male","United-States","<=50K"
18,"11th","Other-service","Male","United-States","<=50K"
28,"Bachelors","Prof-specialty","Male","United-States","<=50K"
36,"Some-college","Adm-clerical","Female","United-States","<=50K"
40,"Assoc-voc","Tech-support","Male","United-States","<=50K"
36,"Bachelors","Adm-clerical","Female","Honduras","<=50K"
31,"HS-grad","Other-service","Female","United-States","<=50K"
33,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
19,"HS-grad","Tech-support","Female","United-States","<=50K"
22,"Some-college","Sales","Female","United-States","<=50K"
34,"Bachelors","Exec-managerial","Male","United-States",">50K"
33,"HS-grad","Other-service","Male","United-States","<=50K"
41,"HS-grad","Craft-repair","Male","United-States","<=50K"
29,"Bachelors","Prof-specialty","Male","United-States","<=50K"
50,"HS-grad","Exec-managerial","Male","United-States",">50K"
42,"Bachelors","Exec-managerial","Male","United-States",">50K"
44,"HS-grad","Sales","Female","United-States","<=50K"
20,"Some-college","Other-service","Female","United-States","<=50K"
31,"HS-grad","Other-service","Male","Mexico","<=50K"
23,"Some-college","Other-service","Female","United-States","<=50K"
55,"Some-college","Adm-clerical","Female","United-States","<=50K"
26,"Assoc-voc","Adm-clerical","Male","United-States","<=50K"
25,"Assoc-voc","Other-service","Female","United-States","<=50K"
35,"Some-college","Craft-repair","Male","United-States","<=50K"
36,"Some-college","Sales","Female","United-States","<=50K"
43,"Bachelors","Prof-specialty","Male","United-States","<=50K"
56,"HS-grad","Other-service","Female","United-States","<=50K"
42,"Bachelors","Tech-support","Male","United-States",">50K"
19,"Some-college","Other-service","Female","United-States","<=50K"
55,"HS-grad","Transport-moving","Male","United-States","<=50K"
42,"Masters","Exec-managerial","Female","United-States",">50K"
26,"Assoc-voc","Tech-support","Male","United-States","<=50K"
17,"12th","Handlers-cleaners","Male","United-States","<=50K"
42,"Bachelors","Prof-specialty","Female","United-States",">50K"
55,"HS-grad","Transport-moving","Male","United-States",">50K"
32,"Some-college","Adm-clerical","Female","United-States","<=50K"
29,"11th","Craft-repair","Male","Haiti","<=50K"
46,"Bachelors","Prof-specialty","Male","United-States","<=50K"
29,"Bachelors","Exec-managerial","Male","United-States",">50K"
22,"Bachelors","Prof-specialty","Male","United-States","<=50K"
58,"10th","Craft-repair","Male","United-States","<=50K"
23,"HS-grad","Transport-moving","Male","United-States","<=50K"
39,"HS-grad","Handlers-cleaners","Male","United-States","<=50K"
27,"Assoc-voc","Craft-repair","Male","United-States","<=50K"
54,"HS-grad","Transport-moving","Male","United-States",">50K"
33,"Bachelors","Prof-specialty","Female","United-States","<=50K"
46,"HS-grad","Adm-clerical","Female","United-States",">50K"
37,"HS-grad","Farming-fishing","Male","United-States","<=50K"
36,"HS-grad","Other-service","Female","United-States","<=50K"
59,"HS-grad","Adm-clerical","Female","United-States",">50K"
34,"HS-grad","Protective-serv","Male","Portugal","<=50K"
53,"Doctorate","Exec-managerial","Male","United-States",">50K"
51,"Bachelors","Sales","Male","United-States",">50K"
32,"10th","Other-service","Female","United-States","<=50K"
31,"Some-college","Other-service","Male","United-States","<=50K"
22,"Some-college","Sales","Female","Germany","<=50K"
47,"Bachelors","Sales","Female","United-States","<=50K"
32,"HS-grad","Machine-op-inspct","Male","United-States","<=50K"
26,"Some-college","Farming-fishing","Female","United-States","<=50K"
37,"5th-6th","Farming-fishing","Male","Guatemala","<=50K"
31,"HS-grad","Craft-repair","Male","United-States","<=50K"
37,"Assoc-voc","Tech-support","Female","United-States",">50K"
55,"HS-grad","Sales","Male","United-States","<=50K"
23,"Assoc-voc","Tech-support","Male","United-States","<=50K"
36,"Some-college","Adm-clerical","Female","United-States","<=50K"
43,"Bachelors","Sales","Male","United-States",">50K"
54,"Some-college","Tech-support","Male","United-States","<=50K"
28,"Assoc-voc","Machine-op-inspct","Female","United-States","<=50K"
40,"Assoc-voc","Exec-managerial","Male","United-States",">50K"
41,"Some-college","Exec-managerial","Male","United-States","<=50K"
